domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,THREATFOX,0.0,2025-04-21,2025-04-21,,173.249.198.224,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,171.227.30.106,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,171.227.30.106,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.150.0.56,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.150.0.56,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,101.36.122.13,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,101.36.122.13,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,116.204.85.234,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,116.204.85.234,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.109.203.76,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.109.203.76,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,31.25.24.159,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,31.25.24.159,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,52.18.3.105,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,52.18.3.105,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,203.245.0.121,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,203.245.0.121,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.148.49.212,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.148.49.212,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.93.25.72,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.93.25.72,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.149.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,67.71.45.223,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,198.2.208.57,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,162.216.112.124,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,162.216.112.124,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,54.212.58.238,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,54.212.58.238,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,181.162.178.29,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,181.162.178.29,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.250.199.140,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.250.199.140,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,163.172.125.253,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,163.172.125.253,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.184.35.179,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,137.184.35.179,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,45.230.255.103,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,45.230.255.103,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,194.59.31.31,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,194.59.31.31,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,125.77.172.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,125.77.172.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.174.85.153,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,107.174.85.153,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,111.180.190.199,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,111.180.190.199,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,176.65.134.55,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,77.105.161.9,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,194.59.30.194,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,194.59.30.194,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,194.59.30.194,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.94.29.209,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,108.141.125.190,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,108.141.125.190,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,171.227.30.106,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,171.227.30.106,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.37.233.32,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.37.233.32,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.26.2.255,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.26.2.255,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.245.82.245,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.245.82.245,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.203.75.50,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,13.203.75.50,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.123.4.89,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.123.4.89,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,54.180.138.77,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,54.180.138.77,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.123.4.89,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,3.123.4.89,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,65.38.98.101,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,65.38.98.101,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.141.216.95,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.141.216.95,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,138.197.61.237,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,138.197.61.237,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.93.135.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.93.135.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,43.131.5.83,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,43.131.5.83,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,43.133.72.43,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,43.133.72.43,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,124.70.203.28,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,124.70.203.28,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.9.146.38,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,185.9.146.38,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.66,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.64,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,88.214.48.65,,Intel::ADDR,
