domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,176.53.159.197,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,176.53.159.198,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,178.62.37.109,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,180.76.143.27,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,18.144.56.70,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,18.144.61.69,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,18.145.82.119,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,182.19.35.57,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,182.53.207.106,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,183.6.64.180,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,184.162.211.213,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,185.147.27.88,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,185.220.70.83,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,185.242.3.195,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,185.65.202.199,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,185.70.109.79,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,188.166.162.240,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,189.219.16.249,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,191.178.223.110,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,192.142.24.54,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,192.142.28.77,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,192.227.225.180,,Intel::ADDR,
